t,x,y,z,vx,vy,vz,wx,wy,wz,event
0.019600,-1.021220,0.000000,0.295272,15.077879,0.000000,-0.770620,0.000000,36.325878,0.000000,0
0.019700,-1.019712,0.000000,0.295195,15.075405,0.000000,-0.771516,0.000000,36.325878,0.000000,0
0.019800,-1.018205,0.000000,0.295118,15.072933,0.000000,-0.772413,0.000000,36.325878,0.000000,0
0.019900,-1.016698,0.000000,0.295040,15.070461,0.000000,-0.773309,0.000000,36.325878,0.000000,0
0.020000,-1.015191,0.000000,0.294963,15.067990,0.000000,-0.774206,0.000000,36.325878,0.000000,0
0.020100,-1.013684,0.000000,0.294886,15.065520,0.000000,-0.775102,0.000000,36.325878,0.000000,0
0.020200,-1.012178,0.000000,0.294808,15.063051,0.000000,-0.775998,0.000000,36.325878,0.000000,0
0.020300,-1.010671,0.000000,0.294730,15.060582,0.000000,-0.776894,0.000000,36.325878,0.000000,0
0.020400,-1.009165,0.000000,0.294653,15.058115,0.000000,-0.777789,0.000000,36.325878,0.000000,0
0.020500,-1.007660,0.000000,0.294575,15.055648,0.000000,-0.778685,0.000000,36.325878,0.000000,0
0.020600,-1.006154,0.000000,0.294497,15.053182,0.000000,-0.779581,0.000000,36.325878,0.000000,0
0.020700,-1.004649,0.000000,0.294419,15.050716,0.000000,-0.780476,0.000000,36.325878,0.000000,0
0.020800,-1.003144,0.000000,0.294341,15.048252,0.000000,-0.781371,0.000000,36.325878,0.000000,0
0.020900,-1.001639,0.000000,0.294263,15.045788,0.000000,-0.782266,0.000000,36.325878,0.000000,0
0.021000,-1.000135,0.000000,0.294184,15.043325,0.000000,-0.783161,0.000000,36.325878,0.000000,0
0.021100,-0.998631,0.000000,0.294106,15.040863,0.000000,-0.784056,0.000000,36.325878,0.000000,0
0.021200,-0.997127,0.000000,0.294028,15.038402,0.000000,-0.784951,0.000000,36.325878,0.000000,0
0.021300,-0.995623,0.000000,0.293949,15.035941,0.000000,-0.785845,0.000000,36.325878,0.000000,0
0.021400,-0.994120,0.000000,0.293870,15.033481,0.000000,-0.786740,0.000000,36.325878,0.000000,0
0.021500,-0.992616,0.000000,0.293792,15.031022,0.000000,-0.787634,0.000000,36.325878,0.000000,0
0.021600,-0.991113,0.000000,0.293713,15.028564,0.000000,-0.788528,0.000000,36.325878,0.000000,0
0.021700,-0.989611,0.000000,0.293634,15.026107,0.000000,-0.789422,0.000000,36.325878,0.000000,0
0.021800,-0.988108,0.000000,0.293555,15.023650,0.000000,-0.790316,0.000000,36.325878,0.000000,0
0.021900,-0.986606,0.000000,0.293476,15.021194,0.000000,-0.791210,0.000000,36.325878,0.000000,0
0.022000,-0.985104,0.000000,0.293397,15.018739,0.000000,-0.792103,0.000000,36.325878,0.000000,0
0.022100,-0.983602,0.000000,0.293317,15.016285,0.000000,-0.792997,0.000000,36.325878,0.000000,0
0.022200,-0.982101,0.000000,0.293238,15.013832,0.000000,-0.793890,0.000000,36.325878,0.000000,0
0.022300,-0.980599,0.000000,0.293159,15.011379,0.000000,-0.794783,0.000000,36.325878,0.000000,0
0.022400,-0.979098,0.000000,0.293079,15.008927,0.000000,-0.795676,0.000000,36.325878,0.000000,0
0.022500,-0.977598,0.000000,0.293000,15.006476,0.000000,-0.796569,0.000000,36.325878,0.000000,0
0.022600,-0.976097,0.000000,0.292920,15.004026,0.000000,-0.797462,0.000000,36.325878,0.000000,0
0.022700,-0.974597,0.000000,0.292840,15.001576,0.000000,-0.798355,0.000000,36.325878,0.000000,0
0.022800,-0.973097,0.000000,0.292760,14.999127,0.000000,-0.799248,0.000000,36.325878,0.000000,0
